SOLUTION|PROFIT|REVENUE|TIME|DISTANCE|ITERATION
1, 48[0], 26[0], 7[0], 43[0], 24[0], 23[0], 6[0], 14[0], 25[0], 13[0], 41[0], 40[0], 19[0], 42[0], 4[1], 18[0], 47[0], 17[0], 37[0], 44[1], 15[0], 45[0], 33[0], 39[0], 49[0], 10[0], 30[0], 34[1], 9[0], 38[0], 2[1], 22[1], 8[0], 31[0], 28[0], 3[1], 20[1], 36[0], 35[0], 29[0], 21[1], 50[1], 16[0], 11[0], 5[1], 12[0], 46[1], 51[1], 27[1], 32[1], 1| 3973.147403 | 6702.000000 | 614.606441 | 12.165525 | 4870
1, 48[0], 26[0], 7[0], 43[0], 24[0], 23[0], 6[0], 14[0], 25[0], 13[0], 41[0], 40[0], 19[0], 42[0], 4[1], 18[0], 47[0], 17[0], 37[0], 44[1], 15[0], 45[0], 33[0], 39[0], 49[0], 10[0], 30[0], 34[1], 9[0], 38[0], 2[1], 22[1], 8[0], 31[0], 28[0], 3[1], 20[1], 36[0], 35[0], 29[0], 21[1], 50[1], 16[0], 11[0], 5[1], 12[0], 46[1], 51[1], 27[1], 32[1], 1| 3973.147403 | 6702.000000 | 614.606441 | 12.165525 | 4871
1, 48[0], 26[0], 7[0], 43[0], 24[0], 23[0], 6[0], 14[0], 25[0], 13[0], 41[0], 40[0], 19[0], 42[0], 4[1], 18[0], 47[0], 17[0], 37[0], 44[1], 15[0], 45[0], 33[0], 39[0], 49[0], 10[0], 30[0], 34[1], 9[0], 38[0], 2[1], 22[1], 8[0], 31[0], 28[0], 3[1], 20[1], 36[0], 35[0], 29[0], 21[1], 50[1], 16[0], 11[0], 5[1], 12[0], 46[1], 51[1], 27[1], 32[1], 1| 3973.147403 | 6702.000000 | 614.606441 | 12.165525 | 4872
1, 48[0], 26[0], 7[0], 43[0], 24[0], 23[0], 6[0], 14[0], 25[0], 13[0], 41[0], 40[0], 19[0], 42[0], 4[1], 18[0], 47[0], 17[0], 37[0], 44[1], 15[0], 45[0], 33[0], 39[0], 49[0], 10[0], 30[0], 34[1], 9[0], 38[0], 2[1], 22[1], 8[0], 31[0], 28[0], 3[1], 20[1], 36[0], 35[0], 29[0], 21[1], 50[1], 16[0], 11[0], 5[1], 12[0], 46[1], 51[1], 27[1], 32[1], 1| 3973.147403 | 6702.000000 | 614.606441 | 12.165525 | 4873
1, 48[0], 26[0], 7[0], 43[0], 24[0], 23[0], 6[0], 14[0], 25[0], 13[0], 41[0], 40[0], 19[0], 42[0], 4[1], 18[0], 47[0], 17[0], 37[0], 44[1], 15[0], 45[0], 33[0], 39[0], 49[0], 10[0], 30[0], 34[1], 9[0], 38[0], 2[1], 22[1], 8[0], 31[0], 28[0], 3[1], 20[1], 36[0], 35[0], 29[0], 21[1], 50[1], 16[0], 11[0], 5[1], 12[0], 46[1], 51[1], 27[1], 32[1], 1| 3973.147403 | 6702.000000 | 614.606441 | 12.165525 | 4874
1, 48[0], 26[0], 7[0], 43[0], 24[0], 23[0], 6[0], 14[0], 25[0], 13[0], 41[0], 40[0], 19[0], 42[0], 4[1], 18[0], 47[0], 17[0], 37[0], 44[1], 15[0], 45[0], 33[0], 39[0], 49[0], 10[0], 30[0], 34[1], 9[0], 38[0], 2[1], 22[1], 8[0], 31[0], 28[0], 3[1], 20[1], 36[0], 35[0], 29[0], 21[1], 50[1], 16[0], 11[0], 5[1], 12[0], 46[1], 51[1], 27[1], 32[1], 1| 3973.147403 | 6702.000000 | 614.606441 | 12.165525 | 4875
1, 48[0], 26[0], 7[0], 43[0], 24[0], 23[0], 6[0], 14[0], 25[0], 13[0], 41[0], 40[0], 19[0], 42[0], 4[1], 18[0], 47[0], 17[0], 37[0], 44[1], 15[0], 45[0], 33[0], 39[0], 49[0], 10[0], 30[0], 34[1], 9[0], 38[0], 2[1], 22[1], 8[0], 31[0], 28[0], 3[1], 20[1], 36[0], 35[0], 29[0], 21[1], 50[1], 16[0], 11[0], 5[1], 12[0], 46[1], 51[1], 27[1], 32[1], 1| 3973.147403 | 6702.000000 | 614.606441 | 12.165525 | 4876
1, 48[0], 26[0], 7[0], 43[0], 24[0], 23[0], 6[0], 14[0], 25[0], 13[0], 41[0], 40[0], 19[0], 42[0], 4[1], 18[0], 47[0], 17[0], 37[0], 44[1], 15[0], 45[0], 33[0], 39[0], 49[0], 10[0], 30[0], 34[1], 9[0], 38[0], 2[1], 22[1], 8[0], 31[0], 28[0], 3[1], 20[1], 36[0], 35[0], 29[0], 21[1], 50[1], 16[0], 11[0], 5[1], 12[0], 46[1], 51[1], 27[1], 32[1], 1| 3973.147403 | 6702.000000 | 614.606441 | 12.165525 | 4877
1, 48[0], 26[0], 7[0], 43[0], 24[0], 23[0], 6[0], 14[0], 25[0], 13[0], 41[0], 40[0], 19[0], 42[0], 4[1], 18[0], 47[0], 17[0], 37[0], 44[1], 15[0], 45[0], 33[0], 39[0], 49[0], 10[0], 30[0], 34[1], 9[0], 38[0], 2[1], 22[1], 8[0], 31[0], 28[0], 3[1], 20[1], 36[0], 35[0], 29[0], 21[1], 50[1], 16[0], 11[0], 5[1], 12[0], 46[1], 51[1], 27[1], 32[1], 1| 3973.147403 | 6702.000000 | 614.606441 | 12.165525 | 4878
1, 48[0], 26[0], 7[0], 43[0], 24[0], 23[0], 6[0], 14[0], 25[0], 13[0], 41[0], 40[0], 19[0], 42[0], 4[1], 18[0], 47[0], 17[0], 37[0], 44[1], 15[0], 45[0], 33[0], 39[0], 49[0], 10[0], 30[0], 34[1], 9[0], 38[0], 2[1], 22[1], 8[0], 31[0], 28[0], 3[1], 20[1], 36[0], 35[0], 29[0], 21[1], 50[1], 16[0], 11[0], 5[1], 12[0], 46[1], 51[1], 27[1], 32[1], 1| 3973.147403 | 6702.000000 | 614.606441 | 12.165525 | 4879
1, 48[0], 26[0], 7[0], 43[0], 24[0], 23[0], 6[0], 14[0], 25[0], 13[0], 41[0], 40[0], 19[0], 42[0], 4[1], 18[0], 47[0], 17[0], 37[0], 44[1], 15[0], 45[0], 33[0], 39[0], 49[0], 10[0], 30[0], 34[1], 9[0], 38[0], 2[1], 22[1], 8[0], 31[0], 28[0], 3[1], 20[1], 36[0], 35[0], 29[0], 21[1], 50[1], 16[0], 11[0], 5[1], 12[0], 46[1], 51[1], 27[1], 32[1], 1| 3973.147403 | 6702.000000 | 614.606441 | 12.165525 | 4880
1, 48[0], 26[0], 7[0], 43[0], 24[0], 23[0], 6[0], 14[0], 25[0], 13[0], 41[0], 40[0], 19[0], 42[0], 4[1], 18[0], 47[0], 17[0], 37[0], 44[1], 15[0], 45[0], 33[0], 39[0], 49[0], 10[0], 30[0], 34[1], 9[0], 38[0], 2[1], 22[1], 8[0], 31[0], 28[0], 3[1], 20[1], 36[0], 35[0], 29[0], 21[1], 50[1], 16[0], 11[0], 5[1], 12[0], 46[1], 51[1], 27[1], 32[1], 1| 3973.147403 | 6702.000000 | 614.606441 | 12.165525 | 4881
1, 48[0], 26[0], 7[0], 43[0], 24[0], 23[0], 6[0], 14[0], 25[0], 13[0], 41[0], 40[0], 19[0], 42[0], 4[1], 18[0], 47[0], 17[0], 37[0], 44[1], 15[0], 45[0], 33[0], 39[0], 49[0], 10[0], 30[0], 34[1], 9[0], 38[0], 2[1], 22[1], 8[0], 31[0], 28[0], 3[1], 20[1], 36[0], 35[0], 29[0], 21[1], 50[1], 16[0], 11[0], 5[1], 12[0], 46[1], 51[1], 27[1], 32[1], 1| 3973.147403 | 6702.000000 | 614.606441 | 12.165525 | 4882
1, 48[0], 26[0], 7[0], 43[0], 24[0], 23[0], 6[0], 14[0], 25[0], 13[0], 41[0], 40[0], 19[0], 42[0], 4[1], 18[0], 47[0], 17[0], 37[0], 44[1], 15[0], 45[0], 33[0], 39[0], 49[0], 10[0], 30[0], 34[1], 9[0], 38[0], 2[1], 22[1], 8[0], 31[0], 28[0], 3[1], 20[1], 36[0], 35[0], 29[0], 21[1], 50[1], 16[0], 11[0], 5[1], 12[0], 46[1], 51[1], 27[1], 32[1], 1| 3973.147403 | 6702.000000 | 614.606441 | 12.165525 | 4883
1, 48[0], 26[0], 7[0], 43[0], 24[0], 23[0], 6[0], 14[0], 25[0], 13[0], 41[0], 40[0], 19[0], 42[0], 4[1], 18[0], 47[0], 17[0], 37[0], 44[1], 15[0], 45[0], 33[0], 39[0], 49[0], 10[0], 30[0], 34[1], 9[0], 38[0], 2[1], 22[1], 8[0], 31[0], 28[0], 3[1], 20[1], 36[0], 35[0], 29[0], 21[1], 50[1], 16[0], 11[0], 5[1], 12[0], 46[1], 51[1], 27[1], 32[1], 1| 3973.147403 | 6702.000000 | 614.606441 | 12.165525 | 4884
1, 48[0], 26[0], 7[0], 43[0], 24[0], 23[0], 6[0], 14[0], 25[0], 13[0], 41[0], 40[0], 19[0], 42[0], 4[1], 18[0], 47[0], 17[0], 37[0], 44[1], 15[0], 45[0], 33[0], 39[0], 49[0], 10[0], 30[0], 34[1], 9[0], 38[0], 2[1], 22[1], 8[0], 31[0], 28[0], 3[1], 20[1], 36[0], 35[0], 29[0], 21[1], 50[1], 16[0], 11[0], 5[1], 12[0], 46[1], 51[1], 27[1], 32[1], 1| 3973.147403 | 6702.000000 | 614.606441 | 12.165525 | 4885
1, 48[0], 26[0], 7[0], 43[0], 24[0], 23[0], 6[0], 14[0], 25[0], 13[0], 41[0], 40[0], 19[0], 42[0], 4[1], 18[0], 47[0], 17[0], 37[0], 44[1], 15[0], 45[0], 33[0], 39[0], 49[0], 10[0], 30[0], 34[1], 9[0], 38[0], 2[1], 22[1], 8[0], 31[0], 28[0], 3[1], 20[1], 36[0], 35[0], 29[0], 21[1], 50[1], 16[0], 11[0], 5[1], 12[0], 46[1], 51[1], 27[1], 32[1], 1| 3973.147403 | 6702.000000 | 614.606441 | 12.165525 | 4886
1, 48[0], 26[0], 7[0], 43[0], 24[0], 23[0], 6[0], 14[0], 25[0], 13[0], 41[0], 40[0], 19[0], 42[0], 4[1], 18[0], 47[0], 17[0], 37[0], 44[1], 15[0], 45[0], 33[0], 39[0], 49[0], 10[0], 30[0], 34[1], 9[0], 38[0], 2[1], 22[1], 8[0], 31[0], 28[0], 3[1], 20[1], 36[0], 35[0], 29[0], 21[1], 50[1], 16[0], 11[0], 5[1], 12[0], 46[1], 51[1], 27[1], 32[1], 1| 3973.147403 | 6702.000000 | 614.606441 | 12.165525 | 4887
1, 48[0], 26[0], 7[0], 43[0], 24[0], 23[0], 6[0], 14[0], 25[0], 13[0], 41[0], 40[0], 19[0], 42[0], 4[1], 18[0], 47[0], 17[0], 37[0], 44[1], 15[0], 45[0], 33[0], 39[0], 49[0], 10[0], 30[0], 34[1], 9[0], 38[0], 2[1], 22[1], 8[0], 31[0], 28[0], 3[1], 20[1], 36[0], 35[0], 29[0], 21[1], 50[1], 16[0], 11[0], 5[1], 12[0], 46[1], 51[1], 27[1], 32[1], 1| 3973.147403 | 6702.000000 | 614.606441 | 12.165525 | 4888
1, 48[0], 26[0], 7[0], 43[0], 24[0], 23[0], 6[0], 14[0], 25[0], 13[0], 41[0], 40[0], 19[0], 42[0], 4[1], 18[0], 47[0], 17[0], 37[0], 44[1], 15[0], 45[0], 33[0], 39[0], 49[0], 10[0], 30[0], 34[1], 9[0], 38[0], 2[1], 22[1], 8[0], 31[0], 28[0], 3[1], 20[1], 36[0], 35[0], 29[0], 21[1], 50[1], 16[0], 11[0], 5[1], 12[0], 46[1], 51[1], 27[1], 32[1], 1| 3973.147403 | 6702.000000 | 614.606441 | 12.165525 | 4889
1, 48[0], 26[0], 7[0], 43[0], 24[0], 23[0], 6[0], 14[0], 25[0], 13[0], 41[0], 40[0], 19[0], 42[0], 4[1], 18[0], 47[0], 17[0], 37[0], 44[1], 15[0], 45[0], 33[0], 39[0], 49[0], 10[0], 30[0], 34[1], 9[0], 38[0], 2[1], 22[1], 8[0], 31[0], 28[0], 3[1], 20[1], 36[0], 35[0], 29[0], 21[1], 50[1], 16[0], 11[0], 5[1], 12[0], 46[1], 51[1], 27[1], 32[1], 1| 3973.147403 | 6702.000000 | 614.606441 | 12.165525 | 4890
1, 48[0], 26[0], 7[0], 43[0], 24[0], 23[0], 6[0], 14[0], 25[0], 13[0], 41[0], 40[0], 19[0], 42[0], 4[1], 18[0], 47[0], 17[0], 37[0], 44[1], 15[0], 45[0], 33[0], 39[0], 49[0], 10[0], 30[0], 34[1], 9[0], 38[0], 2[1], 22[1], 8[0], 31[0], 28[0], 3[1], 20[1], 36[0], 35[0], 29[0], 21[1], 50[1], 16[0], 11[0], 5[1], 12[0], 46[1], 51[1], 27[1], 32[1], 1| 3973.147403 | 6702.000000 | 614.606441 | 12.165525 | 4891
1, 48[0], 26[0], 7[0], 43[0], 24[0], 23[0], 6[0], 14[0], 25[0], 13[0], 41[0], 40[0], 19[0], 42[0], 4[1], 18[0], 47[0], 17[0], 37[0], 44[1], 15[0], 45[0], 33[0], 39[0], 49[0], 10[0], 30[0], 34[1], 9[0], 38[0], 2[1], 22[1], 8[0], 31[0], 28[0], 3[1], 20[1], 36[0], 35[0], 29[0], 21[1], 50[1], 16[0], 11[0], 5[1], 12[0], 46[1], 51[1], 27[1], 32[1], 1| 3973.147403 | 6702.000000 | 614.606441 | 12.165525 | 4892
1, 48[0], 26[0], 7[0], 43[0], 24[0], 23[0], 6[0], 14[0], 25[0], 13[0], 41[0], 40[0], 19[0], 42[0], 4[1], 18[0], 47[0], 17[0], 37[0], 44[1], 15[0], 45[0], 33[0], 39[0], 49[0], 10[0], 30[0], 34[1], 9[0], 38[0], 2[1], 22[1], 8[0], 31[0], 28[0], 3[1], 20[1], 36[0], 35[0], 29[0], 21[1], 50[1], 16[0], 11[0], 5[1], 12[0], 46[1], 51[1], 27[1], 32[1], 1| 3973.147403 | 6702.000000 | 614.606441 | 12.165525 | 4893
1, 48[0], 26[0], 7[0], 43[0], 24[0], 23[0], 6[0], 14[0], 25[0], 13[0], 41[0], 40[0], 19[0], 42[0], 4[1], 18[0], 47[0], 17[0], 37[0], 44[1], 15[0], 45[0], 33[0], 39[0], 49[0], 10[0], 30[0], 34[1], 9[0], 38[0], 2[1], 22[1], 8[0], 31[0], 28[0], 3[1], 20[1], 36[0], 35[0], 29[0], 21[1], 50[1], 16[0], 11[0], 5[1], 12[0], 46[1], 51[1], 27[1], 32[1], 1| 3973.147403 | 6702.000000 | 614.606441 | 12.165525 | 4894
1, 48[0], 26[0], 7[0], 43[0], 24[0], 23[0], 6[0], 14[0], 25[0], 13[0], 41[0], 40[0], 19[0], 42[0], 4[1], 18[0], 47[0], 17[0], 37[0], 44[1], 15[0], 45[0], 33[0], 39[0], 49[0], 10[0], 30[0], 34[1], 9[0], 38[0], 2[1], 22[1], 8[0], 31[0], 28[0], 3[1], 20[1], 36[0], 35[0], 29[0], 21[1], 50[1], 16[0], 11[0], 5[1], 12[0], 46[1], 51[1], 27[1], 32[1], 1| 3973.147403 | 6702.000000 | 614.606441 | 12.165525 | 4895
1, 48[0], 26[0], 7[0], 43[0], 24[0], 23[0], 6[0], 14[0], 25[0], 13[0], 41[0], 40[0], 19[0], 42[0], 4[1], 18[0], 47[0], 17[0], 37[0], 44[1], 15[0], 45[0], 33[0], 39[0], 49[0], 10[0], 30[0], 34[1], 9[0], 38[0], 2[1], 22[1], 8[0], 31[0], 28[0], 3[1], 20[1], 36[0], 35[0], 29[0], 21[1], 50[1], 16[0], 11[0], 5[1], 12[0], 46[1], 51[1], 27[1], 32[1], 1| 3973.147403 | 6702.000000 | 614.606441 | 12.165525 | 4896
1, 48[0], 26[0], 7[0], 43[0], 24[0], 23[0], 6[0], 14[0], 25[0], 13[0], 41[0], 40[0], 19[0], 42[0], 4[1], 18[0], 47[0], 17[0], 37[0], 44[1], 15[0], 45[0], 33[0], 39[0], 49[0], 10[0], 30[0], 34[1], 9[0], 38[0], 2[1], 22[1], 8[0], 31[0], 28[0], 3[1], 20[1], 36[0], 35[0], 29[0], 21[1], 50[1], 16[0], 11[0], 5[1], 12[0], 46[1], 51[1], 27[1], 32[1], 1| 3973.147403 | 6702.000000 | 614.606441 | 12.165525 | 4897
1, 48[0], 26[0], 7[0], 43[0], 24[0], 23[0], 6[0], 14[0], 25[0], 13[0], 41[0], 40[0], 19[0], 42[0], 4[1], 18[0], 47[0], 17[0], 37[0], 44[1], 15[0], 45[0], 33[0], 39[0], 49[0], 10[0], 30[0], 34[1], 9[0], 38[0], 2[1], 22[1], 8[0], 31[0], 28[0], 3[1], 20[1], 36[0], 35[0], 29[0], 21[1], 50[1], 16[0], 11[0], 5[1], 12[0], 46[1], 51[1], 27[1], 32[1], 1| 3973.147403 | 6702.000000 | 614.606441 | 12.165525 | 4898
1, 48[0], 26[0], 7[0], 43[0], 24[0], 23[0], 6[0], 14[0], 25[0], 13[0], 41[0], 40[0], 19[0], 42[0], 4[1], 18[0], 47[0], 17[0], 37[0], 44[1], 15[0], 45[0], 33[0], 39[0], 49[0], 10[0], 30[0], 34[1], 9[0], 38[0], 2[1], 22[1], 8[0], 31[0], 28[0], 3[1], 20[1], 36[0], 35[0], 29[0], 21[1], 50[1], 16[0], 11[0], 5[1], 12[0], 46[1], 51[1], 27[1], 32[1], 1| 3973.147403 | 6702.000000 | 614.606441 | 12.165525 | 4899
1, 48[0], 26[0], 7[0], 43[0], 24[0], 23[0], 6[0], 14[0], 25[0], 13[0], 41[0], 40[0], 19[0], 42[0], 4[1], 18[0], 47[0], 17[0], 37[0], 44[1], 15[0], 45[0], 33[0], 39[0], 49[0], 10[0], 30[0], 34[1], 9[0], 38[0], 2[1], 22[1], 8[0], 31[0], 28[0], 3[1], 20[1], 36[0], 35[0], 29[0], 21[1], 50[1], 16[0], 11[0], 5[1], 12[0], 46[1], 51[1], 27[1], 32[1], 1| 3973.147403 | 6702.000000 | 614.606441 | 12.165525 | 4900
1, 48[0], 26[0], 7[0], 43[0], 24[0], 23[0], 6[0], 14[0], 25[0], 13[0], 41[0], 40[0], 19[0], 42[0], 4[1], 18[0], 47[0], 17[0], 37[0], 44[1], 15[0], 45[0], 33[0], 39[0], 49[0], 10[0], 30[0], 34[1], 9[0], 38[0], 2[1], 22[1], 8[0], 31[0], 28[0], 3[1], 20[1], 36[0], 35[0], 29[0], 21[1], 50[1], 16[0], 11[0], 5[1], 12[0], 46[1], 51[1], 27[1], 32[1], 1| 3973.147403 | 6702.000000 | 614.606441 | 12.165525 | 4901
1, 48[0], 26[0], 7[0], 43[0], 24[0], 23[0], 6[0], 14[0], 25[0], 13[0], 41[0], 40[0], 19[0], 42[0], 4[1], 18[0], 47[0], 17[0], 37[0], 44[1], 15[0], 45[0], 33[0], 39[0], 49[0], 10[0], 30[0], 34[1], 9[0], 38[0], 2[1], 22[1], 8[0], 31[0], 28[0], 3[1], 20[1], 36[0], 35[0], 29[0], 21[1], 50[1], 16[0], 11[0], 5[1], 12[0], 46[1], 51[1], 27[1], 32[1], 1| 3973.147403 | 6702.000000 | 614.606441 | 12.165525 | 4902
1, 48[0], 26[0], 7[0], 43[0], 24[0], 23[0], 6[0], 14[0], 25[0], 13[0], 41[0], 40[0], 19[0], 42[0], 4[1], 18[0], 47[0], 17[0], 37[0], 44[1], 15[0], 45[0], 33[0], 39[0], 49[0], 10[0], 30[0], 34[1], 9[0], 38[0], 2[1], 22[1], 8[0], 31[0], 28[0], 3[1], 20[1], 36[0], 35[0], 29[0], 21[1], 50[1], 16[0], 11[0], 5[1], 12[0], 46[1], 51[1], 27[1], 32[1], 1| 3973.147403 | 6702.000000 | 614.606441 | 12.165525 | 4903
1, 48[0], 26[0], 7[0], 43[0], 24[0], 23[0], 6[0], 14[0], 25[0], 13[0], 41[0], 40[0], 19[0], 42[0], 4[1], 18[0], 47[0], 17[0], 37[0], 44[1], 15[0], 45[0], 33[0], 39[0], 49[0], 10[0], 30[0], 34[1], 9[0], 38[0], 2[1], 22[1], 8[0], 31[0], 28[0], 3[1], 20[1], 36[0], 35[0], 29[0], 21[1], 50[1], 16[0], 11[0], 5[1], 12[0], 46[1], 51[1], 27[1], 32[1], 1| 3973.147403 | 6702.000000 | 614.606441 | 12.165525 | 4904
1, 48[0], 26[0], 7[0], 43[0], 24[0], 23[0], 6[0], 14[0], 25[0], 13[0], 41[0], 40[0], 19[0], 42[0], 4[1], 18[0], 47[0], 17[0], 37[0], 44[1], 15[0], 45[0], 33[0], 39[0], 49[0], 10[0], 30[0], 34[1], 9[0], 38[0], 2[1], 22[1], 8[0], 31[0], 28[0], 3[1], 20[1], 36[0], 35[0], 29[0], 21[1], 50[1], 16[0], 11[0], 5[1], 12[0], 46[1], 51[1], 27[1], 32[1], 1| 3973.147403 | 6702.000000 | 614.606441 | 12.165525 | 4905
1, 48[0], 26[0], 7[0], 43[0], 24[0], 23[0], 6[0], 14[0], 25[0], 13[0], 41[0], 40[0], 19[0], 42[0], 4[1], 18[0], 47[0], 17[0], 37[0], 44[1], 15[0], 45[0], 33[0], 39[0], 49[0], 10[0], 30[0], 34[1], 9[0], 38[0], 2[1], 22[1], 8[0], 31[0], 28[0], 3[1], 20[1], 36[0], 35[0], 29[0], 21[1], 50[1], 16[0], 11[0], 5[1], 12[0], 46[1], 51[1], 27[1], 32[1], 1| 3973.147403 | 6702.000000 | 614.606441 | 12.165525 | 4906
1, 48[0], 26[0], 7[0], 43[0], 24[0], 23[0], 6[0], 14[0], 25[0], 13[0], 41[0], 40[0], 19[0], 42[0], 4[1], 18[0], 47[0], 17[0], 37[0], 44[1], 15[0], 45[0], 33[0], 39[0], 49[0], 10[0], 30[0], 34[1], 9[0], 38[0], 2[1], 22[1], 8[0], 31[0], 28[0], 3[1], 20[1], 36[0], 35[0], 29[0], 21[1], 50[1], 16[0], 11[0], 5[1], 12[0], 46[1], 51[1], 27[1], 32[1], 1| 3973.147403 | 6702.000000 | 614.606441 | 12.165525 | 4907
1, 48[0], 26[0], 7[0], 43[0], 24[0], 23[0], 6[0], 14[0], 25[0], 13[0], 41[0], 40[0], 19[0], 42[0], 4[1], 18[0], 47[0], 17[0], 37[0], 44[1], 15[0], 45[0], 33[0], 39[0], 49[0], 10[0], 30[0], 34[1], 9[0], 38[0], 2[1], 22[1], 8[0], 31[0], 28[0], 3[1], 20[1], 36[0], 35[0], 29[0], 21[1], 50[1], 16[0], 11[0], 5[1], 12[0], 46[1], 51[1], 27[1], 32[1], 1| 3973.147403 | 6702.000000 | 614.606441 | 12.165525 | 4908
1, 48[0], 26[0], 7[0], 43[0], 24[0], 23[0], 6[0], 14[0], 25[0], 13[0], 41[0], 40[0], 19[0], 42[0], 4[1], 18[0], 47[0], 17[0], 37[0], 44[1], 15[0], 45[0], 33[0], 39[0], 49[0], 10[0], 30[0], 34[1], 9[0], 38[0], 2[1], 22[1], 8[0], 31[0], 28[0], 3[1], 20[1], 36[0], 35[0], 29[0], 21[1], 50[1], 16[0], 11[0], 5[1], 12[0], 46[1], 51[1], 27[1], 32[1], 1| 3973.147403 | 6702.000000 | 614.606441 | 12.165525 | 4909
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 37[0], 15[0], 45[0], 33[0], 44[0], 17[0], 4[1], 47[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 23[0], 6[0], 48[0], 7[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 21[1], 34[1], 30[0], 39[0], 10[0], 49[1], 9[0], 50[1], 16[0], 2[1], 22[1], 27[1], 32[1], 1| 3973.757263 | 6701.000000 | 614.243860 | 12.165525 | 4910
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 37[0], 15[0], 45[0], 33[0], 44[0], 17[0], 4[1], 47[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 23[0], 6[0], 48[0], 7[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 21[1], 34[1], 30[0], 39[0], 10[0], 49[1], 9[0], 50[1], 16[0], 2[1], 22[1], 27[1], 32[1], 1| 3973.757263 | 6701.000000 | 614.243860 | 12.165525 | 4911
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 37[0], 15[0], 45[0], 33[0], 44[0], 17[0], 4[1], 47[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 23[0], 6[0], 48[0], 7[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 21[1], 34[1], 30[0], 39[0], 10[0], 49[1], 9[0], 50[1], 16[0], 2[1], 22[1], 27[1], 32[1], 1| 3973.757263 | 6701.000000 | 614.243860 | 12.165525 | 4912
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 37[0], 15[0], 45[0], 33[0], 44[0], 17[0], 4[1], 47[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 23[0], 6[0], 48[0], 7[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 21[1], 34[1], 30[0], 39[0], 10[0], 49[1], 9[0], 50[1], 16[0], 2[1], 22[1], 27[1], 32[1], 1| 3973.757263 | 6701.000000 | 614.243860 | 12.165525 | 4913
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 37[0], 15[0], 45[0], 33[0], 44[0], 17[0], 4[1], 47[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 23[0], 6[0], 48[0], 7[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 21[1], 34[1], 30[0], 39[0], 10[0], 49[1], 9[0], 50[1], 16[0], 2[1], 22[1], 27[1], 32[1], 1| 3973.757263 | 6701.000000 | 614.243860 | 12.165525 | 4914
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 37[0], 15[0], 45[0], 33[0], 44[0], 17[0], 4[1], 47[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 23[0], 6[0], 48[0], 7[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 21[1], 34[1], 30[0], 39[0], 10[0], 49[1], 9[0], 50[1], 16[0], 2[1], 22[1], 27[1], 32[1], 1| 3973.757263 | 6701.000000 | 614.243860 | 12.165525 | 4915
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 37[0], 15[0], 45[0], 33[0], 44[0], 17[0], 4[1], 47[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 23[0], 6[0], 48[0], 7[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 21[1], 34[1], 30[0], 39[0], 10[0], 49[1], 9[0], 50[1], 16[0], 2[1], 22[1], 27[1], 32[1], 1| 3973.757263 | 6701.000000 | 614.243860 | 12.165525 | 4916
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 37[0], 15[0], 45[0], 33[0], 44[0], 17[0], 4[1], 47[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 23[0], 6[0], 48[0], 7[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 21[1], 34[1], 30[0], 39[0], 10[0], 49[1], 9[0], 50[1], 16[0], 2[1], 22[1], 27[1], 32[1], 1| 3973.757263 | 6701.000000 | 614.243860 | 12.165525 | 4917
